id	group	profile	arm	rep	cycle	pid	starttime	rss_pre_kib	rss_post_kib	rss_drop_kib	rss_drop_mib	rss_drop_mb	rss_drop_pct	heap_pre_kib	heap_post_kib	heap_drop_kib	heap_drop_mib	heap_drop_mb	heap_drop_pct	other_kib_pre	other_kib_post	total_pd_kib_pre	total_pd_kib_post	MemAvailable_pre	MemAvailable_post	MemFree_pre	MemFree_post	Cached_pre	Cached_post	memps_heap_pdata_kib_pre	memps_heap_pdata_kib_post	memps_all_pdata_kib_pre	memps_all_pdata_kib_post	memavailable_delta_kib	memavailable_delta_mib	memavailable_delta_mb	capture_minflt	capture_majflt	pre_capture_ms	post_capture_ms	trim_elapsed_ms	next_cycle_minflt	next_cycle_majflt	business_elapsed_ms	released_payload_bytes	idle_120s_minflt	idle_120s_majflt	memavailable_net_kib	memavailable_net_mib	memavailable_net_mb
G3_none_r1	G3	gst	none	1	42	3665	94895322	9864	9864	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1796	1796	5360	5360	6800224	6800076	6467676	6467528	972044	972044	1128	1128	5360	5360	-148	-0.144531	-0.151552	0	0	44.948759	44.911204	0.000000	5	0	20007.345358	NA	NA	NA	NA	NA	NA
G3_none_r1	G3	gst	none	1	43	3665	94895322	9864	9864	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1796	1796	5360	5360	6775008	6774888	6442204	6442068	993452	993468	1128	1128	5360	5360	-120	-0.117188	-0.122880	0	0	44.911407	45.384852	0.000000	65	0	20006.963025	NA	NA	NA	NA	NA	NA
G3_none_r1	G3	gst	none	1	44	3665	94895322	9864	9864	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1796	1796	5360	5360	6763956	6764168	6430896	6431108	997640	997640	1128	1128	5360	5360	212	0.207031	0.217088	0	0	44.762333	47.454111	0.000000	5	0	20007.878506	NA	NA	NA	NA	NA	NA
G3_none_r1	G3	gst	none	1	45	3665	94895322	9864	9864	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1796	1796	5360	5360	6737080	6736424	6403776	6403120	1022204	1022204	1128	1128	5360	5360	-656	-0.640625	-0.671744	0	0	47.297593	46.885778	0.000000	65	0	20006.593618	NA	NA	NA	NA	NA	NA
G3_none_r1	G3	gst	none	1	46	3665	94895322	9864	9864	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1796	1796	5360	5360	6761436	6761608	6427852	6428024	994016	994016	1128	1128	5360	5360	172	0.167969	0.176128	0	0	45.788703	45.118685	0.000000	5	0	20007.664932	NA	NA	NA	NA	NA	NA
G3_none_r1	G3	gst	none	1	47	3665	94895322	9864	9864	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1796	1796	5360	5360	6735888	6735716	6402048	6401876	1039040	1039040	1128	1128	5360	5360	-172	-0.167969	-0.176128	0	0	45.369204	49.736185	0.000000	65	0	20006.944433	NA	NA	NA	NA	NA	NA
G3_none_r1	G3	gst	none	1	48	3665	94895322	9864	9864	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1796	1796	5360	5360	6800468	6800640	6466384	6466556	970312	970312	1128	1128	5360	5360	172	0.167969	0.176128	0	0	45.289371	44.839389	0.000000	5	0	20006.803395	NA	NA	NA	NA	NA	NA
G3_none_r1	G3	gst	none	1	49	3665	94895322	9864	9864	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1796	1796	5360	5360	6737552	6738388	6403188	6403980	1031840	1031884	1128	1128	5360	5360	836	0.816406	0.856064	0	0	45.028130	45.215870	0.000000	65	0	20006.573562	NA	NA	NA	NA	NA	NA
G3_none_r1	G3	gst	none	1	50	3665	94895322	9864	9864	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1796	1796	5360	5360	6771320	6771392	6436696	6436768	997608	997608	1128	1128	5360	5360	72	0.070312	0.073728	0	0	56.163203	45.100759	0.000000	5	0	20007.473914	NA	NA	NA	NA	NA	NA
G3_none_r1	G3	gst	none	1	51	3665	94895322	9864	9864	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1796	1796	5360	5360	6759664	6759244	6424804	6424384	1013984	1013984	1128	1128	5360	5360	-420	-0.410156	-0.430080	0	0	49.304833	46.307611	0.000000	NA	NA	20006.499692	NA	NA	NA	NA	NA	NA
G3_trim_r1	G3	gst	trim	1	1	13300	95005183	8872	7008	1864	1.820312	1.908736	21.009919	2556	1236	1320	1.289062	1.351680	51.643192	1304	760	4368	2504	6749860	6751856	6414152	6416080	1012080	1012144	1120	1116	4368	2504	1996	1.949219	2.043904	0	0	45.030666	45.083463	0.688297	530	0	20030.315636	NA	NA	NA	1900	1.855469	1.945600
G3_trim_r1	G3	gst	trim	1	2	13300	95005183	8744	7368	1376	1.343750	1.409024	15.736505	2400	1532	868	0.847656	0.888832	36.166667	1332	824	4240	2864	6768572	6768744	6432580	6432752	1012676	1012676	1124	1120	4240	2864	172	0.167969	0.176128	0	0	44.814185	44.927944	0.683870	482	0	20012.318710	NA	NA	NA	284	0.277344	0.290816
G3_trim_r1	G3	gst	trim	1	3	13300	95005183	9180	7604	1576	1.539062	1.613824	17.167756	2776	1752	1024	1.000000	1.048576	36.887608	1392	840	4676	3100	6802228	6805176	6465984	6468932	972332	972332	1124	1120	4676	3100	2948	2.878906	3.018752	0	0	45.735648	44.966111	0.789796	455	0	20010.091822	NA	NA	NA	2948	2.878906	3.018752
G3_trim_r1	G3	gst	trim	1	4	13300	95005183	9068	7648	1420	1.386719	1.454080	15.659462	2656	1764	892	0.871094	0.913408	33.584337	1400	872	4564	3144	6765400	6766320	6428908	6429828	1012800	1012800	1124	1120	4564	3144	920	0.898438	0.942080	0	0	44.818240	44.889814	0.671703	439	0	20009.793489	NA	NA	NA	576	0.562500	0.589824
G3_trim_r1	G3	gst	trim	1	5	13300	95005183	9284	7684	1600	1.562500	1.638400	17.233951	2840	1764	1076	1.050781	1.101824	37.887324	1432	908	4780	3180	6815776	6816980	6479032	6480236	958212	958212	1124	1120	4780	3180	1204	1.175781	1.232896	0	0	45.096500	45.421741	0.730333	456	0	20011.306247	NA	NA	NA	728	0.710938	0.745472
G3_trim_r1	G3	gst	trim	1	6	13300	95005183	9132	7692	1440	1.406250	1.474560	15.768725	2660	1760	900	0.878906	0.921600	33.834586	1460	920	4628	3188	6762732	6765264	6425732	6428220	1004768	1004804	1124	1120	4628	3188	2532	2.472656	2.592768	0	0	45.558945	45.027815	0.744204	434	0	20009.955025	NA	NA	NA	2916	2.847656	2.985984
G3_trim_r1	G3	gst	trim	1	7	13300	95005183	9304	7692	1612	1.574219	1.650688	17.325881	2836	1756	1080	1.054688	1.105920	38.081805	1456	924	4800	3188	6711908	6712080	6374636	6374808	1056564	1056564	1124	1120	4800	3188	172	0.167969	0.176128	0	0	45.150129	44.651037	0.637741	450	0	20010.716229	NA	NA	NA	-36352	-35.500000	-37.224448
G3_trim_r1	G3	gst	trim	1	8	13300	95005183	9132	7704	1428	1.394531	1.462272	15.637319	2656	1768	888	0.867188	0.909312	33.433735	1464	924	4628	3200	6753276	6754136	6415740	6416600	1014112	1014112	1124	1120	4628	3200	860	0.839844	0.880640	0	0	45.088333	47.245092	0.664444	432	0	20009.267377	NA	NA	NA	800	0.781250	0.819200
G3_trim_r1	G3	gst	trim	1	9	13300	95005183	9304	7712	1592	1.554688	1.630208	17.110920	2828	1760	1068	1.042969	1.093632	37.765205	1464	940	4800	3208	6758476	6758276	6420700	6420500	1014432	1014432	1124	1120	4800	3208	-200	-0.195312	-0.204800	0	0	44.971093	44.844334	0.658537	446	0	20008.809228	NA	NA	NA	-468	-0.457031	-0.479232
G3_trim_r1	G3	gst	trim	1	10	13300	95005183	9336	7580	1756	1.714844	1.798144	18.808912	2864	1628	1236	1.207031	1.265664	43.156425	1460	940	4832	3076	6805168	6807576	6467128	6469536	974008	974008	1124	1120	4832	3076	2408	2.351562	2.465792	0	0	44.961648	44.800556	0.839259	466	0	20008.999080	NA	NA	NA	2120	2.070312	2.170880
G3_trim_r1	G3	gst	trim	1	11	13300	95005183	9312	7684	1628	1.589844	1.667072	17.482818	2832	1740	1092	1.066406	1.118208	38.559322	1468	932	4808	3180	6746736	6746664	6408448	6408376	1014472	1014472	1124	1120	4808	3180	-72	-0.070312	-0.073728	0	0	45.341259	50.389722	0.677334	457	0	20008.838303	NA	NA	NA	-428	-0.417969	-0.438272
G3_trim_r1	G3	gst	trim	1	12	13300	95005183	9132	7704	1428	1.394531	1.462272	15.637319	2656	1760	896	0.875000	0.917504	33.734940	1464	932	4628	3200	6762048	6763020	6423504	6424436	1015056	1015096	1124	1120	4628	3200	972	0.949219	0.995328	0	0	45.855296	45.174092	0.784759	435	0	20010.735173	NA	NA	NA	1244	1.214844	1.273856
G3_trim_r1	G3	gst	trim	1	13	13300	95005183	9316	7704	1612	1.574219	1.650688	17.303564	2840	1760	1080	1.054688	1.105920	38.028169	1464	932	4812	3200	6801212	6801212	6462412	6462412	974720	974720	1124	1120	4812	3200	0	0.000000	0.000000	0	0	45.092759	45.104593	0.651223	455	0	20010.131803	NA	NA	NA	-516	-0.503906	-0.528384
G3_trim_r1	G3	gst	trim	1	14	13300	95005183	9132	7700	1432	1.398438	1.466368	15.681121	2660	1756	904	0.882812	0.925696	33.984962	1460	932	4628	3196	6755336	6755680	6416292	6416636	1015184	1015184	1124	1120	4628	3196	344	0.335938	0.352256	0	0	45.020426	45.081555	0.623204	441	0	20013.129543	NA	NA	NA	688	0.671875	0.704512
G3_trim_r1	G3	gst	trim	1	15	13300	95005183	9104	7676	1428	1.394531	1.462272	15.685413	2848	1744	1104	1.078125	1.130496	38.764045	1244	920	4600	3172	6760676	6760896	6421372	6421592	1015776	1015776	1124	1120	4600	3172	220	0.214844	0.225280	0	0	44.958278	45.168556	0.663222	468	0	20008.353377	NA	NA	NA	308	0.300781	0.315392
G3_trim_r1	G3	gst	trim	1	16	13300	95005183	8952	7728	1224	1.195312	1.253376	13.672922	2672	1784	888	0.867188	0.909312	33.233533	1268	932	4448	3224	6799852	6799508	6460280	6459936	975436	975436	1124	1120	4448	3224	-344	-0.335938	-0.352256	0	0	44.746926	45.151759	0.633019	458	0	20010.492099	NA	NA	NA	-1116	-1.089844	-1.142784
G3_trim_r1	G3	gst	trim	1	17	13300	95005183	9212	7720	1492	1.457031	1.527808	16.196266	2868	1772	1096	1.070312	1.122304	38.214784	1332	936	4708	3216	6797888	6801208	6458048	6461312	979276	978984	1124	1120	4708	3216	3320	3.242188	3.399680	0	0	50.551148	45.935389	1.376555	465	0	20014.834821	NA	NA	NA	3492	3.410156	3.575808
G3_trim_r1	G3	gst	trim	1	18	13300	95005183	9044	7796	1248	1.218750	1.277952	13.799204	2676	1784	892	0.871094	0.913408	33.333333	1356	1000	4540	3292	6753760	6753660	6413648	6413548	1016164	1016164	1124	1120	4540	3292	-100	-0.097656	-0.102400	0	0	44.852037	45.252130	0.597111	440	0	20008.344673	NA	NA	NA	-52	-0.050781	-0.053248
G3_trim_r1	G3	gst	trim	1	19	13300	95005183	9208	7716	1492	1.457031	1.527808	16.203301	2864	1764	1100	1.074219	1.126400	38.407821	1332	940	4704	3212	6812736	6814972	6472372	6474608	961576	961576	1124	1120	4704	3212	2236	2.183594	2.289664	0	0	44.777981	46.684685	0.767852	474	0	20009.241100	NA	NA	NA	2040	1.992188	2.088960
G3_trim_r1	G3	gst	trim	1	20	13300	95005183	9016	7724	1292	1.261719	1.323008	14.330080	2680	1776	904	0.882812	0.925696	33.731343	1324	936	4512	3220	6770812	6770640	6430200	6430028	1008144	1008144	1124	1120	4512	3220	-172	-0.167969	-0.176128	0	0	45.864093	44.556815	0.567981	459	0	20008.366192	NA	NA	NA	0	0.000000	0.000000
G3_trim_r1	G3	gst	trim	1	21	13300	95005183	9204	7736	1468	1.433594	1.503232	15.949587	2864	1784	1080	1.054688	1.105920	37.709497	1328	940	4700	3232	6731612	6731564	6390724	6390676	1044060	1044060	1124	1120	4700	3232	-48	-0.046875	-0.049152	0	0	44.967204	44.784241	0.616815	471	0	20009.070637	NA	NA	NA	28	0.027344	0.028672
G3_trim_r1	G3	gst	trim	1	22	13300	95005183	9024	7736	1288	1.257812	1.318912	14.273050	2684	1776	908	0.886719	0.929792	33.830104	1328	948	4520	3232	6756096	6756076	6414964	6414860	1017476	1017552	1124	1120	4520	3232	-20	-0.019531	-0.020480	0	0	45.483889	51.060148	0.558277	456	0	20008.903895	NA	NA	NA	-192	-0.187500	-0.196608
G3_trim_r1	G3	gst	trim	1	23	13300	95005183	9204	7740	1464	1.429688	1.499136	15.906128	2864	1784	1080	1.054688	1.105920	37.709497	1328	944	4700	3236	6798104	6797500	6456716	6456060	977136	977188	1124	1120	4700	3236	-604	-0.589844	-0.618496	0	0	45.119333	49.379111	0.632222	470	0	20008.729543	NA	NA	NA	-160	-0.156250	-0.163840
G3_trim_r1	G3	gst	trim	1	24	13300	95005183	9024	7732	1292	1.261719	1.323008	14.317376	2684	1780	904	0.882812	0.925696	33.681073	1328	940	4520	3228	6758536	6758436	6416904	6416804	1017600	1017600	1124	1120	4520	3228	-100	-0.097656	-0.102400	0	0	44.942908	44.821500	0.595907	455	0	20009.155081	NA	NA	NA	1620	1.582031	1.658880
G3_trim_r1	G3	gst	trim	1	25	13300	95005183	9204	7720	1484	1.449219	1.519616	16.123425	2864	1768	1096	1.070312	1.122304	38.268156	1328	940	4700	3216	6760196	6768156	6418300	6426260	1018192	969172	1124	1120	4700	3216	7960	7.773438	8.151040	0	0	46.392445	48.302407	0.625870	472	0	20008.956359	NA	NA	NA	7960	7.773438	8.151040
G3_trim_r1	G3	gst	trim	1	26	13300	95005183	9020	7720	1300	1.269531	1.331200	14.412417	2676	1776	900	0.878906	0.921600	33.632287	1332	932	4516	3216	6754084	6753984	6411928	6411828	1018432	1018432	1124	1120	4516	3216	-100	-0.097656	-0.102400	0	0	45.254148	44.526222	0.617204	460	0	20009.889340	NA	NA	NA	244	0.238281	0.249856
G3_trim_r1	G3	gst	trim	1	27	13300	95005183	9204	7732	1472	1.437500	1.507328	15.993047	2864	1776	1088	1.062500	1.114112	37.988827	1328	944	4700	3228	6789480	6788840	6447052	6446412	981188	981188	1124	1120	4700	3228	-640	-0.625000	-0.655360	0	0	44.639630	44.986500	0.624815	470	0	20008.639655	NA	NA	NA	-328	-0.320312	-0.335872
G3_trim_r1	G3	gst	trim	1	28	13300	95005183	9084	7808	1276	1.246094	1.306624	14.046675	2680	1784	896	0.875000	0.917504	33.432836	1392	1012	4580	3304	6774888	6775188	6432220	6432460	1002684	1002744	1124	1120	4580	3304	300	0.292969	0.307200	0	0	51.998834	44.924425	0.596389	438	0	20008.730580	NA	NA	NA	300	0.292969	0.307200
G3_trim_r1	G3	gst	trim	1	29	13300	95005183	9212	7720	1492	1.457031	1.527808	16.196266	2868	1768	1100	1.074219	1.126400	38.354254	1332	940	4708	3216	6766412	6767788	6423492	6424868	1007040	1007040	1124	1120	4708	3216	1376	1.343750	1.409024	0	0	44.762222	44.872685	0.768556	473	0	20009.155081	NA	NA	NA	1376	1.343750	1.409024
G3_trim_r1	G3	gst	trim	1	30	13300	95005183	9016	7732	1284	1.253906	1.314816	14.241349	2676	1776	900	0.878906	0.921600	33.632287	1328	944	4512	3228	6765940	6767316	6422764	6424140	1006244	1006244	1124	1120	4512	3228	1376	1.343750	1.409024	0	0	45.055760	45.844611	0.659815	454	0	20009.241081	NA	NA	NA	1424	1.390625	1.458176
G3_trim_r1	G3	gst	trim	1	31	13300	95005183	9192	7752	1440	1.406250	1.474560	15.665796	2848	1780	1068	1.042969	1.093632	37.500000	1332	960	4688	3248	6772180	6772648	6428748	6429216	1005784	1005784	1124	1120	4688	3248	468	0.457031	0.479232	0	0	44.853204	44.719518	0.618611	465	0	20009.203822	NA	NA	NA	-196	-0.191406	-0.200704
G3_trim_r1	G3	gst	trim	1	32	13300	95005183	9012	7740	1272	1.242188	1.302528	14.114514	2672	1776	896	0.875000	0.917504	33.532934	1328	952	4508	3236	6750952	6750460	6407256	6406764	1022256	1022256	1124	1120	4508	3236	-492	-0.480469	-0.503808	0	0	44.517982	44.501426	0.626260	453	0	20008.555432	NA	NA	NA	-492	-0.480469	-0.503808
G3_trim_r1	G3	gst	trim	1	33	13300	95005183	9196	7712	1484	1.449219	1.519616	16.137451	2856	1756	1100	1.074219	1.126400	38.515406	1328	944	4692	3208	6801364	6802224	6457420	6458280	979536	979536	1124	1120	4692	3208	860	0.839844	0.880640	0	0	45.125112	49.434833	0.680815	473	0	20009.553821	NA	NA	NA	464	0.453125	0.475136
G3_trim_r1	G3	gst	trim	1	34	13300	95005183	9016	7720	1296	1.265625	1.327104	14.374445	2672	1772	900	0.878906	0.921600	33.682635	1332	936	4512	3216	6803232	6804064	6458984	6459800	983244	983176	1124	1120	4512	3216	832	0.812500	0.851968	0	0	46.222907	48.153129	0.716704	460	0	20018.325636	NA	NA	NA	832	0.812500	0.851968
G3_trim_r1	G3	gst	trim	1	35	13300	95005183	9204	7724	1480	1.445312	1.515520	16.079965	2864	1768	1096	1.070312	1.122304	38.268156	1328	944	4700	3220	6728064	6729096	6383592	6384624	1044436	1044436	1124	1120	4700	3220	1032	1.007812	1.056768	0	0	44.869907	45.459759	0.654648	476	0	20009.021637	NA	NA	NA	1376	1.343750	1.409024
G3_trim_r1	G3	gst	trim	1	36	13300	95005183	9020	7724	1296	1.265625	1.327104	14.368071	2676	1772	904	0.882812	0.925696	33.781764	1332	940	4516	3220	6730304	6731852	6385580	6387128	1048068	1048068	1124	1120	4516	3220	1548	1.511719	1.585152	0	0	44.771074	44.862537	0.618630	458	0	20009.329192	NA	NA	NA	1128	1.101562	1.155072
G3_trim_r1	G3	gst	trim	1	37	13300	95005183	9208	7736	1472	1.437500	1.507328	15.986099	2868	1780	1088	1.062500	1.114112	37.935844	1328	944	4704	3232	6771924	6771580	6426940	6426596	1013428	1013428	1124	1120	4704	3232	-344	-0.335938	-0.352256	0	0	44.806148	44.853259	0.666370	467	0	20010.096951	NA	NA	NA	-344	-0.335938	-0.352256
G3_trim_r1	G3	gst	trim	1	38	13300	95005183	9016	7720	1296	1.265625	1.327104	14.374445	2672	1772	900	0.878906	0.921600	33.682635	1332	936	4512	3216	6758564	6758120	6413320	6412876	1020960	1020960	1124	1120	4512	3216	-444	-0.433594	-0.454656	0	0	44.621019	44.967555	0.574297	461	0	20013.355358	NA	NA	NA	-544	-0.531250	-0.557056
G3_trim_r1	G3	gst	trim	1	39	13300	95005183	9208	7724	1484	1.449219	1.519616	16.116421	2864	1776	1088	1.062500	1.114112	37.988827	1332	936	4704	3220	6754400	6754688	6408912	6409188	1021556	1021568	1124	1120	4704	3220	288	0.281250	0.294912	0	0	51.695055	44.651222	0.601130	472	0	20008.360506	NA	NA	NA	-8	-0.007812	-0.008192
G3_trim_r1	G3	gst	trim	1	40	13300	95005183	9016	7760	1256	1.226562	1.286144	13.930790	2676	1788	888	0.867188	0.909312	33.183857	1328	960	4512	3256	6802072	6804136	6456312	6458376	981220	981220	1124	1120	4512	3256	2064	2.015625	2.113536	0	0	45.911278	44.745500	0.704333	453	0	20011.267877	NA	NA	NA	2692	2.628906	2.756608
G3_trim_r1	G3	gst	trim	1	41	13300	95005183	9204	7736	1468	1.433594	1.503232	15.949587	2864	1776	1088	1.062500	1.114112	37.988827	1328	948	4700	3232	6763320	6764400	6417308	6418388	1021684	1021684	1124	1120	4700	3232	1080	1.054688	1.105920	0	0	44.941111	45.161537	0.646833	439	0	20008.194377	NA	NA	NA	33000	32.226562	33.792000
G3_trim_r1	G3	gst	trim	1	42	13300	95005183	9140	7760	1380	1.347656	1.413120	15.098468	2676	1784	892	0.871094	0.913408	33.333333	1452	964	4636	3256	6781296	6778432	6435032	6432168	996820	1000432	1124	1120	4636	3256	-2864	-2.796875	-2.932736	0	0	47.691185	62.901648	0.688777	420	0	20009.468377	NA	NA	NA	-2716	-2.652344	-2.781184
G3_trim_r1	G3	gst	trim	1	43	13300	95005183	9332	7756	1576	1.539062	1.613824	16.888127	2864	1776	1088	1.062500	1.114112	37.988827	1456	968	4828	3252	6756492	6757696	6409980	6411184	1022516	1022516	1124	1120	4828	3252	1204	1.175781	1.232896	0	0	45.516463	44.941408	0.716129	439	0	20009.421433	NA	NA	NA	1324	1.292969	1.355776
G3_trim_r1	G3	gst	trim	1	44	13300	95005183	9140	7764	1376	1.343750	1.409024	15.054705	2676	1776	900	0.878906	0.921600	33.632287	1452	976	4636	3260	6790488	6791768	6443708	6444952	982184	982220	1124	1120	4636	3260	1280	1.250000	1.310720	0	0	45.506908	48.193944	0.674222	423	0	20008.442821	NA	NA	NA	1068	1.042969	1.093632
G3_trim_r1	G3	gst	trim	1	45	13300	95005183	9332	7768	1564	1.527344	1.601536	16.759537	2864	1772	1092	1.066406	1.118208	38.128492	1456	984	4828	3264	6747940	6749048	6400912	6402004	1022652	1022668	1124	1120	4828	3264	1108	1.082031	1.134592	0	0	45.206611	45.362445	0.650334	434	0	20008.494358	NA	NA	NA	1764	1.722656	1.806336
G3_trim_r1	G3	gst	trim	1	46	13300	95005183	9244	7612	1632	1.593750	1.671168	17.654695	2660	1768	892	0.871094	0.913408	33.533835	1572	832	4740	3108	6751408	6751492	6404112	6404196	1023240	1023240	1124	1120	4740	3108	84	0.082031	0.086016	0	0	45.709389	44.872981	0.651167	459	0	20008.341673	NA	NA	NA	-88	-0.085938	-0.090112
G3_trim_r1	G3	gst	trim	1	47	13300	95005183	9428	7672	1756	1.714844	1.798144	18.625371	2784	1768	1016	0.992188	1.040384	36.494253	1632	892	4924	3168	6789588	6789588	6442036	6442036	982908	982908	1124	1120	4924	3168	0	0.000000	0.000000	0	0	45.477260	45.325407	0.678833	478	0	20012.900284	NA	NA	NA	172	0.167969	0.176128
G3_trim_r1	G3	gst	trim	1	48	13300	95005183	9324	7684	1640	1.601562	1.679360	17.589018	2664	1788	876	0.855469	0.897024	32.882883	1648	884	4820	3180	6758184	6758416	6410392	6410624	1023364	1023364	1124	1120	4820	3180	232	0.226562	0.237568	0	0	47.992611	45.496834	0.703314	451	0	20010.785877	NA	NA	NA	60	0.058594	0.061440
G3_trim_r1	G3	gst	trim	1	49	13300	95005183	9468	7680	1788	1.746094	1.830912	18.884664	2772	1780	992	0.968750	1.015808	35.786436	1684	888	4964	3176	6756208	6756208	6408144	6408144	1023948	1023948	1124	1120	4964	3176	0	0.000000	0.000000	0	0	45.205352	45.671962	0.673296	485	0	20008.775766	NA	NA	NA	-836	-0.816406	-0.856064
G3_trim_r1	G3	gst	trim	1	50	13300	95005183	9344	7700	1644	1.605469	1.683456	17.594178	2644	1788	856	0.835938	0.876544	32.375189	1688	900	4840	3196	6793704	6796188	6445380	6447844	983636	983656	1124	1120	4840	3196	2484	2.425781	2.543616	0	0	45.733518	45.290815	0.732389	452	0	20010.488432	NA	NA	NA	2412	2.355469	2.469888
G3_trim_r1	G3	gst	trim	1	51	13300	95005183	9488	7724	1764	1.722656	1.806336	18.591906	2792	1772	1020	0.996094	1.044480	36.532951	1684	940	4984	3220	6794876	6795736	6446304	6447164	987032	987032	1124	1120	4984	3220	860	0.839844	0.880640	0	0	45.072519	44.961315	0.835407	NA	NA	20012.786914	NA	NA	NA	1280	1.250000	1.310720
G3_trim_r2	G3	gst	trim	2	1	22993	95115072	8880	7024	1856	1.812500	1.900544	20.900901	2564	1244	1320	1.289062	1.351680	51.482059	1304	768	4376	2520	6815456	6815448	6466020	6465996	973760	973692	1120	1116	4376	2520	-8	-0.007812	-0.008192	0	0	47.809203	44.751871	1.097408	531	0	20039.499636	NA	NA	NA	-72	-0.070312	-0.073728
G3_trim_r2	G3	gst	trim	2	2	22993	95115072	8756	7368	1388	1.355469	1.421312	15.851987	2404	1520	884	0.863281	0.905216	36.772047	1340	836	4252	2864	6775716	6776404	6425980	6426668	1012404	1012404	1124	1120	4252	2864	688	0.671875	0.704512	0	0	44.674500	44.665204	0.630722	501	0	20010.902766	NA	NA	NA	1132	1.105469	1.159168
G3_trim_r2	G3	gst	trim	2	3	22993	95115072	9184	7608	1576	1.539062	1.613824	17.160279	2824	1744	1080	1.054688	1.105920	38.243626	1348	852	4680	3104	6769352	6769008	6419408	6419064	1009356	1009356	1124	1120	4680	3104	-344	-0.335938	-0.352256	0	0	45.317574	44.991556	0.587277	453	0	20010.762248	NA	NA	NA	-688	-0.671875	-0.704512
G3_trim_r2	G3	gst	trim	2	4	22993	95115072	9000	7668	1332	1.300781	1.363968	14.800000	2656	1752	904	0.882812	0.925696	34.036145	1332	904	4496	3164	6771028	6770856	6420824	6420652	1013692	1013692	1124	1120	4496	3164	-172	-0.167969	-0.176128	0	0	44.760723	45.168297	0.583204	452	0	20009.679433	NA	NA	NA	-344	-0.335938	-0.352256
G3_trim_r2	G3	gst	trim	2	5	22993	95115072	9296	7696	1600	1.562500	1.638400	17.211704	2888	1752	1136	1.109375	1.163264	39.335180	1396	932	4792	3192	6770708	6772084	6420236	6421612	1015980	1015980	1124	1120	4792	3192	1376	1.343750	1.409024	0	0	45.493482	44.705093	0.691055	443	0	20010.124562	NA	NA	NA	932	0.910156	0.954368
G3_trim_r2	G3	gst	trim	2	6	22993	95115072	9032	7684	1348	1.316406	1.380352	14.924712	2648	1756	892	0.871094	0.913408	33.685801	1372	916	4528	3180	6771284	6772032	6420548	6421296	1010252	1010252	1124	1120	4528	3180	748	0.730469	0.765952	0	0	50.317333	45.328149	0.613408	450	0	20008.635229	NA	NA	NA	888	0.867188	0.909312
G3_trim_r2	G3	gst	trim	2	7	22993	95115072	9296	7676	1620	1.582031	1.658880	17.426850	2888	1744	1144	1.117188	1.171456	39.612188	1396	920	4792	3172	6704112	6705028	6353112	6353968	1066700	1066756	1124	1120	4792	3172	916	0.894531	0.937984	0	0	45.236592	44.595444	0.612370	456	0	20009.885655	NA	NA	NA	1088	1.062500	1.114112
G3_trim_r2	G3	gst	trim	2	8	22993	95115072	9056	7696	1360	1.328125	1.392640	15.017668	2636	1752	884	0.863281	0.905216	33.535660	1408	932	4552	3192	6771728	6772932	6420472	6421676	1015016	1015016	1124	1120	4552	3192	1204	1.175781	1.232896	0	0	44.969370	44.813963	0.630574	447	0	20009.488100	NA	NA	NA	616	0.601562	0.630784
G3_trim_r2	G3	gst	trim	2	9	22993	95115072	9296	7688	1608	1.570312	1.646592	17.297762	2900	1744	1156	1.128906	1.183744	39.862069	1384	932	4792	3184	6751456	6795488	6399952	6443984	1029216	984668	1124	1120	4792	3184	44032	43.000000	45.088768	0	0	45.496000	48.163203	0.695408	448	0	20008.704340	NA	NA	NA	44304	43.265625	45.367296
G3_trim_r2	G3	gst	trim	2	10	22993	95115072	9116	7680	1436	1.402344	1.470464	15.752523	2652	1748	904	0.882812	0.925696	34.087481	1452	920	4612	3176	6767048	6768032	6415288	6416272	1011216	1011216	1124	1120	4612	3176	984	0.960938	1.007616	0	0	44.884426	44.978870	0.669408	456	0	20009.369025	NA	NA	NA	1084	1.058594	1.110016
G3_trim_r2	G3	gst	trim	2	11	22993	95115072	9364	7696	1668	1.628906	1.708032	17.812900	2884	1744	1140	1.113281	1.167360	39.528433	1468	940	4860	3192	6759636	6759980	6407624	6407968	1030060	1030060	1124	1120	4860	3192	344	0.335938	0.352256	0	0	44.770315	50.759204	0.663037	453	0	20010.183284	NA	NA	NA	444	0.433594	0.454656
