order	arm	rep	cycle	primary_business_sample	business_elapsed_ms	trim_return	trim_elapsed_ms	glibc_pd_pre_kb	glibc_pd_post_kb	glibc_pd_reclaimed_kb	reclaim_pct_of_pre	cycle_minflt	cycle_majflt	capture_minflt	capture_majflt
2	trim-at-loop-release	1	34	1	20008.596766	1	0.722056	2604	1776	828	31.797235	457	0	0	NA
2	trim-at-loop-release	1	35	1	20008.626248	1	0.661037	2852	1776	1076	37.72791	408	0	0	NA
2	trim-at-loop-release	1	36	1	20009.305302	1	0.655463	2608	1784	824	31.595092	433	0	0	NA
2	trim-at-loop-release	1	37	1	20008.609173	1	0.789315	2776	1780	996	35.878963	412	0	0	NA
2	trim-at-loop-release	1	38	1	20009.325673	1	0.755519	2604	1788	816	31.336406	481	0	0	NA
2	trim-at-loop-release	1	39	1	20008.530488	1	0.818315	2848	1776	1072	37.640449	464	0	0	NA
2	trim-at-loop-release	1	40	1	20012.574989	1	0.637352	2604	1780	824	31.643625	478	0	0	NA
2	trim-at-loop-release	1	41	1	20008.989932	1	0.650223	2848	1776	1072	37.640449	473	0	0	NA
2	trim-at-loop-release	1	42	1	20009.36021	1	0.685592	2608	1776	832	31.90184	478	0	0	NA
2	trim-at-loop-release	1	43	1	20011.290562	1	0.791611	2848	1772	1076	37.780899	469	0	0	NA
2	trim-at-loop-release	1	44	1	20009.145396	1	0.689482	2616	1792	824	31.498471	484	0	0	NA
2	trim-at-loop-release	1	45	1	20008.657247	1	0.829481	2828	1780	1048	37.057992	458	0	0	NA
2	trim-at-loop-release	1	46	1	20008.581563	1	0.620148	2636	1780	856	32.473445	474	0	0	NA
2	trim-at-loop-release	1	47	1	20008.548062	1	0.639296	2844	1772	1072	37.69339	464	0	0	NA
2	trim-at-loop-release	1	48	1	20008.87134	1	0.7885	2604	1780	824	31.643625	477	0	0	NA
2	trim-at-loop-release	1	49	1	20008.560822	1	0.822667	2828	1780	1048	37.057992	461	0	0	NA
2	trim-at-loop-release	1	50	1	20009.337025	1	0.667982	2592	1776	816	31.481481	478	0	0	NA
2	trim-at-loop-release	1	51	1	20028.41534	1	0.839518	2848	1772	1076	37.780899	467	0	0	NA
3	trim-at-loop-release	2	1	0	20016.199229	1	0.753333	2564	1248	1316	51.326053	970	0	0	NA
3	trim-at-loop-release	2	2	1	20009.097006	1	0.736352	2408	1528	880	36.54485	531	0	0	NA
3	trim-at-loop-release	2	3	1	20009.368154	1	0.78087	2840	1692	1148	40.422535	493	0	0	NA
3	trim-at-loop-release	2	4	1	20008.687322	1	0.714093	2584	1704	880	34.055728	454	0	0	NA
3	trim-at-loop-release	2	5	1	20008.924173	1	0.704074	2812	1704	1108	39.40256	433	0	0	NA
3	trim-at-loop-release	2	6	1	20008.280117	1	0.632352	2584	1692	892	34.520124	440	0	0	NA
3	trim-at-loop-release	2	7	1	20008.832229	1	0.565111	2860	1692	1168	40.839161	454	0	0	NA
3	trim-at-loop-release	2	8	1	20009.3561	1	0.750796	2576	1704	872	33.850932	441	0	0	NA
3	trim-at-loop-release	2	9	1	20010.298414	1	0.754056	2824	1700	1124	39.8017	437	0	0	NA
3	trim-at-loop-release	2	10	1	20008.379747	1	0.767833	2600	1708	892	34.307692	448	0	0	NA
3	trim-at-loop-release	2	11	1	20008.491025	1	0.769963	2848	1692	1156	40.589888	429	0	0	NA
3	trim-at-loop-release	2	12	1	20015.223136	1	0.680926	2588	1712	876	33.848532	441	0	0	NA
3	trim-at-loop-release	2	13	1	20009.036137	1	0.723852	2816	1704	1112	39.488636	440	0	0	NA
3	trim-at-loop-release	2	14	1	20008.430692	1	0.669704	2600	1708	892	34.307692	440	0	0	NA
3	trim-at-loop-release	2	15	1	20008.252674	1	0.648574	2760	1700	1060	38.405797	424	0	0	NA
3	trim-at-loop-release	2	16	1	20008.628581	1	0.756185	2572	1700	872	33.903577	445	0	0	NA
3	trim-at-loop-release	2	17	1	20011.997933	1	0.74137	2760	1692	1068	38.695652	427	0	0	NA
3	trim-at-loop-release	2	18	1	20009.588247	1	0.563092	2580	1704	876	33.953488	444	0	0	NA
3	trim-at-loop-release	2	19	1	20008.89471	1	0.613426	2788	1700	1088	39.02439	431	0	0	NA
3	trim-at-loop-release	2	20	1	20008.407562	1	0.550055	2588	1700	888	34.31221	444	0	0	NA
3	trim-at-loop-release	2	21	1	20008.448877	1	0.589222	2872	1688	1184	41.225627	453	0	0	NA
3	trim-at-loop-release	2	22	1	20008.967433	1	0.629833	2580	1700	880	34.108527	448	0	0	NA
3	trim-at-loop-release	2	23	1	20009.188414	1	0.650519	2868	1684	1184	41.283124	462	0	0	NA
3	trim-at-loop-release	2	24	1	20008.685358	1	0.609741	2580	1696	884	34.263566	490	0	0	NA
3	trim-at-loop-release	2	25	1	20009.14721	1	0.6665	2836	1684	1152	40.620592	488	0	0	NA
3	trim-at-loop-release	2	26	1	20008.62797	1	0.727426	2596	1700	896	34.514638	454	0	0	NA
3	trim-at-loop-release	2	27	1	20008.723895	1	0.676407	2836	1708	1128	39.77433	426	0	0	NA
3	trim-at-loop-release	2	28	1	20009.027137	1	0.553815	2552	1712	840	32.915361	428	0	0	NA
3	trim-at-loop-release	2	29	1	20010.140543	1	0.590741	2812	1712	1100	39.118065	422	0	0	NA
3	trim-at-loop-release	2	30	1	20008.618858	1	0.697907	2544	1708	836	32.861635	459	0	0	NA
3	trim-at-loop-release	2	31	1	20008.615284	1	0.671556	2852	1772	1080	37.868163	484	0	0	NA
3	trim-at-loop-release	2	32	1	20008.81084	1	0.606537	2652	1788	864	32.579186	487	0	0	NA
3	trim-at-loop-release	2	33	1	20009.359414	1	0.650963	2836	1772	1064	37.51763	466	0	0	NA
3	trim-at-loop-release	2	34	1	20008.781192	1	0.591519	2652	1796	856	32.277526	490	0	0	NA
3	trim-at-loop-release	2	35	1	20009.107322	1	0.68763	2940	1780	1160	39.455782	494	0	0	NA
3	trim-at-loop-release	2	36	1	20008.494321	1	0.704852	2660	1776	884	33.233083	466	0	0	NA
3	trim-at-loop-release	2	37	1	20008.705599	1	0.686314	2920	1780	1140	39.041096	468	0	0	NA
3	trim-at-loop-release	2	38	1	20008.928544	1	0.571426	2608	1780	828	31.748466	432	0	0	NA
3	trim-at-loop-release	2	39	1	20008.356674	1	0.545037	2924	1784	1140	38.987688	438	0	0	NA
3	trim-at-loop-release	2	40	1	20008.234581	1	0.506278	2612	1788	824	31.546708	435	0	0	NA
3	trim-at-loop-release	2	41	1	20008.615655	1	0.562481	2884	1780	1104	38.280166	428	0	0	NA
3	trim-at-loop-release	2	42	1	20008.878896	1	0.755908	2864	1652	1212	42.318436	429	0	0	NA
3	trim-at-loop-release	2	43	1	20008.606821	1	0.719871	2848	1704	1144	40.168539	453	0	0	NA
3	trim-at-loop-release	2	44	1	20008.434933	1	0.577518	2664	1780	884	33.183183	469	0	0	NA
3	trim-at-loop-release	2	45	1	20009.471284	1	0.709704	2916	1768	1148	39.368999	453	0	0	NA
3	trim-at-loop-release	2	46	1	20009.03771	1	0.621945	2636	1764	872	33.080425	463	0	0	NA
3	trim-at-loop-release	2	47	1	20012.099136	1	0.68363	2828	1764	1064	37.623762	439	0	0	NA
3	trim-at-loop-release	2	48	1	20011.087117	1	0.624759	2640	1776	864	32.727273	461	0	0	NA
3	trim-at-loop-release	2	49	1	20008.076062	1	0.602722	2824	1780	1044	36.968839	427	0	0	NA
3	trim-at-loop-release	2	50	1	20008.336228	1	0.529093	2636	1776	860	32.62519	455	0	0	NA
3	trim-at-loop-release	2	51	1	20008.417414	1	0.624518	2824	1772	1052	37.252125	441	0	0	NA
4	none	2	1	0	20019.288284	-1	0.0	2560	2560	0	0.0	967	0	0	NA
4	none	2	2	1	20008.957266	-1	0.0	2824	2824	0	0.0	170	0	0	NA
4	none	2	3	1	20006.789098	-1	0.0	2988	2988	0	0.0	81	0	0	NA
4	none	2	4	1	20006.703988	-1	0.0	2992	2992	0	0.0	98	0	0	NA
4	none	2	5	1	20006.40621	-1	0.0	2992	2992	0	0.0	39	0	0	NA
4	none	2	6	1	20006.711802	-1	0.0	2992	2992	0	0.0	100	0	0	NA
4	none	2	7	1	20006.670395	-1	0.0	2992	2992	0	0.0	44	0	0	NA
4	none	2	8	1	20008.501766	-1	0.0	2996	2996	0	0.0	107	0	0	NA
4	none	2	9	1	20006.983395	-1	0.0	3000	3000	0	0.0	41	0	0	NA
4	none	2	10	1	20007.561266	-1	0.0	3000	3000	0	0.0	91	0	0	NA
4	none	2	11	1	20006.543637	-1	0.0	3000	3000	0	0.0	25	0	0	NA
4	none	2	12	1	20007.246544	-1	0.0	3000	3000	0	0.0	86	0	0	NA
4	none	2	13	1	20006.53271	-1	0.0	3000	3000	0	0.0	38	0	0	NA
4	none	2	14	1	20007.006821	-1	0.0	3000	3000	0	0.0	112	0	0	NA
4	none	2	15	1	20006.921136	-1	0.0	3000	3000	0	0.0	39	0	0	NA
4	none	2	16	1	20007.329932	-1	0.0	3000	3000	0	0.0	102	0	0	NA
4	none	2	17	1	20011.546673	-1	0.0	3000	3000	0	0.0	102	0	0	NA
4	none	2	18	1	20007.379433	-1	0.0	3000	3000	0	0.0	149	0	0	NA
4	none	2	19	1	20006.62234	-1	0.0	3004	3004	0	0.0	6	0	0	NA
4	none	2	20	1	20012.195136	-1	0.0	3004	3004	0	0.0	93	0	0	NA
4	none	2	21	1	20006.640359	-1	0.0	3004	3004	0	0.0	65	0	0	NA
4	none	2	22	1	20007.100155	-1	0.0	3004	3004	0	0.0	103	0	0	NA
4	none	2	23	1	20006.793433	-1	0.0	3004	3004	0	0.0	40	0	0	NA
4	none	2	24	1	20006.818655	-1	0.0	3004	3004	0	0.0	105	0	0	NA
4	none	2	25	1	20006.78558	-1	0.0	3004	3004	0	0.0	41	0	0	NA
4	none	2	26	1	20007.045044	-1	0.0	3004	3004	0	0.0	104	0	0	NA
4	none	2	27	1	20007.362358	-1	0.0	3004	3004	0	0.0	26	0	0	NA
4	none	2	28	1	20006.768711	-1	0.0	3004	3004	0	0.0	106	0	0	NA
4	none	2	29	1	20006.990581	-1	0.0	3004	3004	0	0.0	40	0	0	NA
4	none	2	30	1	20006.945284	-1	0.0	3004	3004	0	0.0	105	0	0	NA
4	none	2	31	1	20008.669747	-1	0.0	3004	3004	0	0.0	42	0	0	NA
4	none	2	32	1	20007.323951	-1	0.0	2992	2992	0	0.0	156	0	0	NA
4	none	2	33	1	20006.820173	-1	0.0	2992	2992	0	0.0	93	0	0	NA
4	none	2	34	1	20009.532229	-1	0.0	2992	2992	0	0.0	158	0	0	NA
4	none	2	35	1	20007.249433	-1	0.0	2992	2992	0	0.0	93	0	0	NA
4	none	2	36	1	20007.255284	-1	0.0	2992	2992	0	0.0	157	0	0	NA
4	none	2	37	1	20006.771581	-1	0.0	2992	2992	0	0.0	92	0	0	NA
4	none	2	38	1	20007.424229	-1	0.0	2992	2992	0	0.0	145	0	0	NA
4	none	2	39	1	20006.918506	-1	0.0	2992	2992	0	0.0	95	0	0	NA
4	none	2	40	1	20016.408137	-1	0.0	2992	2992	0	0.0	158	0	0	NA
4	none	2	41	1	20007.049026	-1	0.0	2992	2992	0	0.0	80	0	0	NA
4	none	2	42	1	20007.248506	-1	0.0	2992	2992	0	0.0	157	0	0	NA
4	none	2	43	1	20010.655414	-1	0.0	2992	2992	0	0.0	90	0	0	NA
4	none	2	44	1	20007.303747	-1	0.0	2992	2992	0	0.0	158	0	0	NA
4	none	2	45	1	20010.111507	-1	0.0	2992	2992	0	0.0	95	0	0	NA
4	none	2	46	1	20008.047673	-1	0.0	2992	2992	0	0.0	158	0	0	NA
4	none	2	47	1	20007.41121	-1	0.0	2992	2992	0	0.0	95	0	0	NA
4	none	2	48	1	20007.621248	-1	0.0	2992	2992	0	0.0	160	0	0	NA
4	none	2	49	1	20006.804488	-1	0.0	3060	3060	0	0.0	64	0	0	NA
4	none	2	50	1	20006.570247	-1	0.0	3076	3076	0	0.0	98	0	0	NA
4	none	2	51	1	20008.997451	-1	0.0	3076	3076	0	0.0	38	0	0	NA
5	none	3	1	0	20019.358784	-1	0.0	2560	2560	0	0.0	967	0	0	NA
5	none	3	2	1	20006.960599	-1	0.0	2816	2816	0	0.0	171	0	0	NA
5	none	3	3	1	20007.080636	-1	0.0	2988	2988	0	0.0	99	0	0	NA
5	none	3	4	1	20007.448285	-1	0.0	2992	2992	0	0.0	106	0	0	NA
5	none	3	5	1	20006.558988	-1	0.0	2992	2992	0	0.0	43	0	0	NA
5	none	3	6	1	20007.285989	-1	0.0	2992	2992	0	0.0	108	0	0	NA
5	none	3	7	1	20006.605784	-1	0.0	2992	2992	0	0.0	51	0	0	NA
5	none	3	8	1	20011.904932	-1	0.0	2996	2996	0	0.0	138	0	0	NA
5	none	3	9	1	20006.482118	-1	0.0	2996	2996	0	0.0	43	0	0	NA
5	none	3	10	1	20006.839303	-1	0.0	2996	2996	0	0.0	106	0	0	NA
5	none	3	11	1	20006.440155	-1	0.0	2996	2996	0	0.0	46	0	0	NA
5	none	3	12	1	20017.504506	-1	0.0	2996	2996	0	0.0	107	0	0	NA
5	none	3	13	1	20006.489043	-1	0.0	2996	2996	0	0.0	47	0	0	NA
5	none	3	14	1	20006.760858	-1	0.0	2996	2996	0	0.0	97	0	0	NA
5	none	3	15	1	20006.384043	-1	0.0	2996	2996	0	0.0	32	0	0	NA
5	none	3	16	1	20007.038803	-1	0.0	2996	2996	0	0.0	94	0	0	NA
5	none	3	17	1	20006.785617	-1	0.0	3068	3068	0	0.0	51	0	0	NA
5	none	3	18	1	20006.857303	-1	0.0	3068	3068	0	0.0	105	0	0	NA
5	none	3	19	1	20006.385081	-1	0.0	3068	3068	0	0.0	32	0	0	NA
5	none	3	20	1	20006.922192	-1	0.0	3068	3068	0	0.0	92	0	0	NA
5	none	3	21	1	20020.349914	-1	0.0	3064	3064	0	0.0	94	0	0	NA
5	none	3	22	1	20007.249155	-1	0.0	3072	3072	0	0.0	73	0	0	NA
5	none	3	23	1	20006.577414	-1	0.0	3072	3072	0	0.0	5	0	0	NA
5	none	3	24	1	20006.70097	-1	0.0	3072	3072	0	0.0	65	0	0	NA
5	none	3	25	1	20006.694322	-1	0.0	3072	3072	0	0.0	5	0	0	NA
5	none	3	26	1	20007.216821	-1	0.0	3056	3056	0	0.0	115	0	0	NA
5	none	3	27	1	20006.532858	-1	0.0	3056	3056	0	0.0	39	0	0	NA
5	none	3	28	1	20006.912359	-1	0.0	3056	3056	0	0.0	92	0	0	NA
5	none	3	29	1	20007.57571	-1	0.0	3056	3056	0	0.0	29	0	0	NA
5	none	3	30	1	20009.903377	-1	0.0	3056	3056	0	0.0	160	0	0	NA
5	none	3	31	1	20007.005969	-1	0.0	3056	3056	0	0.0	13	0	0	NA
5	none	3	32	1	20007.02797	-1	0.0	3056	3056	0	0.0	65	0	0	NA
5	none	3	33	1	20006.842414	-1	0.0	3056	3056	0	0.0	5	0	0	NA
5	none	3	34	1	20006.724377	-1	0.0	3056	3056	0	0.0	65	0	0	NA
5	none	3	35	1	20006.333062	-1	0.0	3056	3056	0	0.0	5	0	0	NA
5	none	3	36	1	20007.462691	-1	0.0	3056	3056	0	0.0	65	0	0	NA
5	none	3	37	1	20006.750692	-1	0.0	3056	3056	0	0.0	5	0	0	NA
5	none	3	38	1	20007.380248	-1	0.0	3056	3056	0	0.0	65	0	0	NA
5	none	3	39	1	20006.585765	-1	0.0	3056	3056	0	0.0	5	0	0	NA
5	none	3	40	1	20008.498395	-1	0.0	3056	3056	0	0.0	69	0	0	NA
5	none	3	41	1	20006.405451	-1	0.0	3056	3056	0	0.0	5	0	0	NA
5	none	3	42	1	20007.47258	-1	0.0	3056	3056	0	0.0	69	0	0	NA
5	none	3	43	1	20007.12671	-1	0.0	3056	3056	0	0.0	5	0	0	NA
5	none	3	44	1	20007.28647	-1	0.0	3056	3056	0	0.0	69	0	0	NA
5	none	3	45	1	20006.676043	-1	0.0	3056	3056	0	0.0	5	0	0	NA
5	none	3	46	1	20006.653173	-1	0.0	3056	3056	0	0.0	65	0	0	NA
5	none	3	47	1	20006.828821	-1	0.0	3056	3056	0	0.0	5	0	0	NA
5	none	3	48	1	20006.931525	-1	0.0	3056	3056	0	0.0	65	0	0	NA
5	none	3	49	1	20006.875099	-1	0.0	3056	3056	0	0.0	5	0	0	NA
5	none	3	50	1	20008.096433	-1	0.0	3056	3056	0	0.0	69	0	0	NA
5	none	3	51	1	20018.177895	-1	0.0	3056	3056	0	0.0	5	0	0	NA
6	trim-at-loop-release	3	1	0	20027.723081	1	0.819129	2560	1244	1316	51.40625	967	0	0	NA
6	trim-at-loop-release	3	2	1	20008.7056	1	0.627482	2408	1532	876	36.378738	540	0	0	NA
6	trim-at-loop-release	3	3	1	20008.844821	1	0.652648	2812	1772	1040	36.984353	526	0	0	NA
6	trim-at-loop-release	3	4	1	20008.781099	1	0.595112	2636	1776	860	32.62519	491	0	0	NA
6	trim-at-loop-release	3	5	1	20008.548636	1	0.651166	2812	1780	1032	36.699858	459	0	0	NA
6	trim-at-loop-release	3	6	1	20008.766562	1	0.647426	2644	1776	868	32.829047	483	0	0	NA
6	trim-at-loop-release	3	7	1	20009.031322	1	0.716815	2892	1772	1120	38.727524	483	0	0	NA
6	trim-at-loop-release	3	8	1	20008.774951	1	0.614278	2640	1768	872	33.030303	487	0	0	NA
6	trim-at-loop-release	3	9	1	20008.963173	1	0.719315	2892	1780	1112	38.450899	485	0	0	NA
6	trim-at-loop-release	3	10	1	20008.568525	1	0.763241	2668	1780	888	33.283358	486	0	0	NA
6	trim-at-loop-release	3	11	1	20008.953636	1	0.797278	2888	1788	1100	38.088643	480	0	0	NA
6	trim-at-loop-release	3	12	1	20009.245155	1	0.792463	2648	1772	876	33.081571	483	0	0	NA
6	trim-at-loop-release	3	13	1	20009.653191	1	0.789815	2888	1780	1108	38.365651	483	0	0	NA
6	trim-at-loop-release	3	14	1	20008.832895	1	0.636278	2652	1780	872	32.880845	482	0	0	NA
6	trim-at-loop-release	3	15	1	20022.636748	1	0.697074	2892	1772	1120	38.727524	480	0	0	NA
6	trim-at-loop-release	3	16	1	20009.411081	1	0.773371	2644	1768	876	33.131619	487	0	0	NA
6	trim-at-loop-release	3	17	1	20009.134618	1	0.659093	2892	1772	1120	38.727524	482	0	0	NA
6	trim-at-loop-release	3	18	1	20009.025025	1	0.628074	2644	1772	872	32.980333	487	0	0	NA
6	trim-at-loop-release	3	19	1	20008.517488	1	0.842185	2924	1772	1152	39.398085	486	0	0	NA
6	trim-at-loop-release	3	20	1	20008.816636	1	0.692297	2684	1780	904	33.681073	472	0	0	NA
6	trim-at-loop-release	3	21	1	20009.217044	1	0.709685	2924	1780	1144	39.124487	441	0	0	NA
6	trim-at-loop-release	3	22	1	20007.990469	1	0.583667	2680	1784	896	33.432836	436	0	0	NA
6	trim-at-loop-release	3	23	1	20008.191747	1	0.664296	2920	1776	1144	39.178082	429	0	0	NA
6	trim-at-loop-release	3	24	1	20008.772433	1	0.587277	2684	1788	896	33.38301	431	0	0	NA
6	trim-at-loop-release	3	25	1	20008.602174	1	0.637871	2952	1776	1176	39.837398	449	0	0	NA
6	trim-at-loop-release	3	26	1	20012.039469	1	0.551445	2684	1796	888	33.084948	444	0	0	NA
6	trim-at-loop-release	3	27	1	20009.699729	1	0.645259	2876	1784	1092	37.969402	426	0	0	NA
6	trim-at-loop-release	3	28	1	20009.114729	1	0.590388	2688	1788	900	33.482143	444	0	0	NA
