order	arm	rep	cycle	primary_business_sample	business_elapsed_ms	trim_return	trim_elapsed_ms	glibc_pd_pre_kb	glibc_pd_post_kb	glibc_pd_reclaimed_kb	reclaim_pct_of_pre	cycle_minflt	cycle_majflt	capture_minflt	capture_majflt	external_samples	external_overruns	exit_code
2	trim-at-loop-release	1	50	1	20019.063377	1	0.669426	2868	1656	1212	42.259414	439	0	0	0	1085	0	0
2	trim-at-loop-release	1	51	1	20008.601803	1	0.765333	2816	1756	1060	37.642045	451	0	0	0	1085	0	0
3	trim-at-loop-release	2	1	0	20017.094303	1	0.760926	2560	1244	1316	51.40625	967	0	0	0	1084	0	0
3	trim-at-loop-release	2	2	1	20010.248655	1	0.668	2396	1524	872	36.39399	530	0	0	0	1084	0	0
3	trim-at-loop-release	2	3	1	20008.911414	1	0.730185	2836	1676	1160	40.90268	497	0	0	0	1084	0	0
3	trim-at-loop-release	2	4	1	20008.38334	1	0.674352	2576	1680	896	34.782609	453	0	0	0	1084	0	0
3	trim-at-loop-release	2	5	1	20009.582247	1	0.743871	2840	1680	1160	40.84507	451	0	0	0	1084	0	0
3	trim-at-loop-release	2	6	1	20008.576988	1	0.659408	2576	1692	884	34.31677	432	0	0	0	1084	0	0
3	trim-at-loop-release	2	7	1	20018.623025	1	0.649926	2868	1680	1188	41.422594	458	0	0	0	1084	0	0
3	trim-at-loop-release	2	8	1	20008.44271	1	0.575389	2580	1684	896	34.728682	442	0	0	0	1084	0	0
3	trim-at-loop-release	2	9	1	20008.741006	1	0.795537	2896	1676	1220	42.127072	468	0	0	0	1084	0	0
3	trim-at-loop-release	2	10	1	20008.377581	1	0.663315	2580	1688	892	34.573643	449	0	0	0	1084	0	0
3	trim-at-loop-release	2	11	1	20008.617655	1	0.732981	2860	1676	1184	41.398601	471	0	0	0	1084	0	0
3	trim-at-loop-release	2	12	1	20009.225395	1	0.704334	2584	1700	884	34.210526	493	0	0	0	1084	0	0
3	trim-at-loop-release	2	13	1	20008.496469	1	0.848148	2844	1704	1140	40.084388	481	0	0	0	1084	0	0
